Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
124,tt5215952,2019-10-23,2019-10-23,,"The Wailing","Gokseong",https://www.imdb.com/title/tt5215952/,Movie,7.4,156,2016,"Drama, Horror",96529,2016-06-03,"Na Hong-jin",8,2019-10-23
125,tt1706620,2019-10-23,2019-10-23,,"Snowpiercer","Snowpiercer",https://www.imdb.com/title/tt1706620/,Movie,7.1,126,2013,"Action, Sci-Fi, Thriller",416721,2014-07-11,"Bong Joon Ho",7,2019-06-19
126,tt1136608,2019-10-23,2019-10-23,,"District 9","District 9",https://www.imdb.com/title/tt1136608/,Movie,7.9,112,2009,"Action, Sci-Fi, Thriller",747409,2009-08-14,"Neill Blomkamp",,
127,tt0454841,2019-10-23,2019-10-23,,"The Hills Have Eyes","The Hills Have Eyes",https://www.imdb.com/title/tt0454841/,Movie,6.4,107,2006,"Horror, Thriller",194242,2006-03-10,"Alexandre Aja",6,2022-10-26
128,tt0450278,2019-10-23,2019-10-23,,"Hostel","Hostel",https://www.imdb.com/title/tt0450278/,Movie,5.9,94,2005,"Horror",202591,2006-01-06,"Eli Roth",5,2022-11-30
129,tt0324216,2019-10-23,2019-10-23,,"The Texas Chainsaw Massacre","The Texas Chainsaw Massacre",https://www.imdb.com/title/tt0324216/,Movie,6.2,98,2003,"Horror",160943,2003-10-17,"Marcus Nispel",7,2018-04-08
130,tt0295700,2019-10-23,2019-10-23,,"Wrong Turn","Wrong Turn",https://www.imdb.com/title/tt0295700/,Movie,6.1,84,2003,"Horror, Thriller",144266,2003-05-30,"Rob Schmidt",,
131,tt0844708,2019-10-23,2019-10-23,,"The Last House on the Left","The Last House on the Left",https://www.imdb.com/title/tt0844708/,Movie,6.5,113,2009,"Horror, Thriller",107420,2009-03-13,"Dennis Iliadis",6,2019-06-19
132,tt0303361,2019-10-23,2019-10-23,,"May","May",https://www.imdb.com/title/tt0303361/,Movie,6.6,93,2002,"Drama, Horror",43956,2003-04-11,"Lucky McKee",8,2020-10-24
133,tt2793490,2019-10-23,2019-10-23,,"Starry Eyes","Starry Eyes",https://www.imdb.com/title/tt2793490/,Movie,6.0,98,2014,"Horror, Mystery",23860,2014-11-14,"Kevin Kölsch, Dennis Widmyer",,
134,tt4255304,2019-10-23,2019-10-23,,"The Void","The Void",https://www.imdb.com/title/tt4255304/,Movie,5.9,90,2016,"Horror, Mystery, Sci-Fi, Thriller",46650,2017-04-07,"Jeremy Gillespie, Steven Kostanski",6,2022-11-03
135,tt4805316,2019-10-23,2019-10-23,,"A Dark Song","A Dark Song",https://www.imdb.com/title/tt4805316/,Movie,6.2,100,2016,"Drama, Horror",24919,2017-04-28,"Liam Gavin",9,2019-10-23
136,tt4935334,2019-10-23,2019-10-23,,"Southbound","Southbound",https://www.imdb.com/title/tt4935334/,Movie,5.9,89,2015,"Horror",22832,2016-02-09,"Roxanne Benjamin, Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Patrick Horvath, Justin Martinez, Radio Silence, Chad Villella",,
137,tt3286052,2019-10-23,2019-10-23,,"The Blackcoat's Daughter","February",https://www.imdb.com/title/tt3286052/,Movie,5.9,93,2015,"Horror, Mystery, Thriller",31502,2017-02-16,"Osgood Perkins",7,2018-04-10
138,tt4503598,2019-10-23,2019-10-23,,"Emelie","Emelie",https://www.imdb.com/title/tt4503598/,Movie,5.4,82,2015,"Horror, Mystery, Thriller",15727,2016-03-04,"Michael Thelin",,
139,tt2386237,2019-10-23,2019-10-23,,"Malevolent","Malevolent",https://www.imdb.com/title/tt2386237/,Movie,4.9,89,2018,"Horror, Mystery, Thriller",19451,2018-10-05,"Olaf de Fleur Johannesson",,
140,tt4357394,2019-10-23,2019-10-23,,"Tau","Tau",https://www.imdb.com/title/tt4357394/,Movie,5.8,97,2018,"Horror, Sci-Fi, Thriller",36990,2018-06-29,"Federico D'Alessandro",,
141,tt2548396,2019-10-23,2019-10-23,,"The Cloverfield Paradox","The Cloverfield Paradox",https://www.imdb.com/title/tt2548396/,Movie,5.5,102,2018,"Horror, Sci-Fi, Thriller",119851,2018-02-04,"Julius Onah",,
142,tt0463854,2019-10-23,2019-10-23,,"28 Weeks Later","28 Weeks Later",https://www.imdb.com/title/tt0463854/,Movie,6.8,99,2007,"Horror, Sci-Fi",354386,2007-05-11,"Juan Carlos Fresnadillo",6,2019-06-19
143,tt0363547,2019-10-23,2019-10-23,,"Dawn of the Dead","Dawn of the Dead",https://www.imdb.com/title/tt0363547/,Movie,7.2,101,2004,"Action, Horror",286403,2004-03-19,"Zack Snyder",7,2019-06-19
144,tt0433362,2019-10-23,2019-10-23,,"Daybreakers","Daybreakers",https://www.imdb.com/title/tt0433362/,Movie,6.4,98,2009,"Action, Horror, Sci-Fi, Thriller",140224,2010-01-08,"Michael Spierig, Peter Spierig",,
145,tt1188729,2019-10-23,2019-10-23,,"Pandorum","Pandorum",https://www.imdb.com/title/tt1188729/,Movie,6.7,108,2009,"Action, Horror, Mystery, Sci-Fi, Thriller",166593,2009-09-25,"Christian Alvart",8,2022-11-10
146,tt0120184,2019-10-23,2019-10-23,,"Sphere","Sphere",https://www.imdb.com/title/tt0120184/,Movie,6.1,134,1998,"Mystery, Sci-Fi, Thriller",117792,1998-02-13,"Barry Levinson",,
147,tt0096754,2019-10-23,2019-10-23,,"The Abyss","The Abyss",https://www.imdb.com/title/tt0096754/,Movie,7.5,140,1989,"Adventure, Drama, Mystery, Sci-Fi, Thriller",207229,1989-08-09,"James Cameron",,
148,tt0092076,2019-10-23,2019-10-23,,"The Texas Chainsaw Massacre 2","The Texas Chainsaw Massacre 2",https://www.imdb.com/title/tt0092076/,Movie,5.6,101,1986,"Comedy, Horror",42979,1986-08-22,"Tobe Hooper",,
149,tt0110978,2019-10-23,2019-10-23,,"Texas Chainsaw Massacre: The Next Generation","The Return of the Texas Chainsaw Massacre",https://www.imdb.com/title/tt0110978/,Movie,3.4,87,1994,"Comedy, Horror, Thriller",28497,1995-09-22,"Kim Henkel",,
150,tt0099994,2019-10-23,2019-10-23,,"Leatherface: Texas Chainsaw Massacre III","Leatherface: Texas Chainsaw Massacre III",https://www.imdb.com/title/tt0099994/,Movie,5.0,85,1990,"Horror, Thriller",21529,1990-01-12,"Jeff Burr",,
151,tt0068833,2019-10-23,2019-10-23,,"The Last House on the Left","The Last House on the Left",https://www.imdb.com/title/tt0068833/,Movie,5.8,84,1972,"Crime, Horror, Thriller",43142,1972-08-30,"Wes Craven",7,2019-06-19
152,tt0077681,2019-10-23,2019-10-23,,"The Hills Have Eyes","The Hills Have Eyes",https://www.imdb.com/title/tt0077681/,Movie,6.3,90,1977,"Horror, Thriller",42320,1977-07-22,"Wes Craven",6,2018-04-08
153,tt0077713,2019-10-23,2019-10-23,,"I Spit on Your Grave","Day of the Woman",https://www.imdb.com/title/tt0077713/,Movie,5.7,101,1978,"Horror, Thriller",33850,1978-11-22,"Meir Zarchi",,
154,tt0078935,2019-10-23,2019-10-23,,"Cannibal Holocaust","Cannibal Holocaust",https://www.imdb.com/title/tt0078935/,Movie,5.8,95,1980,"Adventure, Horror",66177,1985-06-21,"Ruggero Deodato",4,2019-06-19
155,tt0096118,2019-10-23,2019-10-23,,"Sleepaway Camp II: Unhappy Campers","Sleepaway Camp II: Unhappy Campers",https://www.imdb.com/title/tt0096118/,Movie,5.5,80,1988,"Comedy, Horror",14796,1990-03-03,"Michael A. Simpson",,
156,tt0085694,2019-10-23,2019-10-23,,"The House on Sorority Row","The House on Sorority Row",https://www.imdb.com/title/tt0085694/,Movie,5.9,91,1982,"Horror, Mystery, Thriller",11127,1983-01-21,"Mark Rosman",,
157,tt0082748,2019-10-23,2019-10-23,,"Pieces","Mil gritos tiene la noche",https://www.imdb.com/title/tt0082748/,Movie,6.0,85,1982,"Horror, Mystery, Thriller",14314,1983-09-23,"Juan Piquer Simón",,
158,tt0081114,2019-10-23,2019-10-23,,"Maniac","Maniac",https://www.imdb.com/title/tt0081114/,Movie,6.3,87,1980,"Crime, Drama, Horror, Thriller",22073,1981-03-06,"William Lustig",6,2022-10-26
159,tt0095583,2019-10-23,2019-10-23,,"Maniac Cop","Maniac Cop",https://www.imdb.com/title/tt0095583/,Movie,6.0,85,1988,"Action, Crime, Horror, Mystery",22995,1988-05-13,"William Lustig",4,2022-10-26
160,tt0090655,2019-10-23,2019-10-23,,"April Fool's Day","April Fool's Day",https://www.imdb.com/title/tt0090655/,Movie,6.1,89,1986,"Horror, Mystery",19888,1986-03-28,"Fred Walton",,
161,tt6772950,2019-10-23,2019-10-23,,"Truth or Dare","Truth or Dare",https://www.imdb.com/title/tt6772950/,Movie,5.3,100,2018,"Horror, Mystery, Thriller",73012,2018-04-13,"Jeff Wadlow",,
162,tt4225622,2019-10-23,2019-10-23,,"The Babysitter","The Babysitter",https://www.imdb.com/title/tt4225622/,Movie,6.4,85,2017,"Comedy, Horror",120340,2017-10-13,"McG",7,2019-06-19
163,tt1131734,2019-10-23,2019-10-23,,"Jennifer's Body","Jennifer's Body",https://www.imdb.com/title/tt1131734/,Movie,5.6,102,2009,"Comedy, Horror",168225,2009-09-18,"Karyn Kusama",,
164,tt1939659,2019-10-23,2019-10-23,,"Carrie","Carrie",https://www.imdb.com/title/tt1939659/,Movie,5.8,100,2013,"Drama, Horror, Thriller",154822,2013-10-18,"Kimberly Peirce",,
165,tt0080761,2019-10-23,2019-10-23,,"Friday the 13th","Friday the 13th",https://www.imdb.com/title/tt0080761/,Movie,6.4,95,1980,"Horror, Mystery, Thriller",173249,1980-05-09,"Sean S. Cunningham",7,2019-06-19
166,tt0083972,2019-10-23,2019-10-23,,"Friday the 13th: Part 3","Friday the 13th Part III",https://www.imdb.com/title/tt0083972/,Movie,5.6,95,1982,"Horror, Thriller",66856,1982-08-13,"Steve Miner",,
167,tt0082418,2019-10-23,2019-10-23,,"Friday the 13th Part 2","Friday the 13th Part 2",https://www.imdb.com/title/tt0082418/,Movie,6.1,87,1981,"Horror, Mystery, Thriller",86136,1981-05-01,"Steve Miner",8,2019-06-19
168,tt0087298,2019-10-23,2019-10-23,,"Friday the 13th: The Final Chapter","Friday the 13th: The Final Chapter",https://www.imdb.com/title/tt0087298/,Movie,6.0,91,1984,"Horror, Thriller",65528,1984-04-13,"Joseph Zito",,
169,tt0211443,2019-10-23,2019-10-23,,"Jason X","Jason X",https://www.imdb.com/title/tt0211443/,Movie,4.5,92,2001,"Action, Horror, Sci-Fi, Thriller",66132,2002-04-26,"James Isaac",,
170,tt0097388,2019-10-23,2019-10-23,,"Friday the 13th Part VIII: Jason Takes Manhattan","Friday the 13th Part VIII: Jason Takes Manhattan",https://www.imdb.com/title/tt0097388/,Movie,4.5,100,1989,"Adventure, Horror, Thriller",47625,1989-07-28,"Rob Hedden",,
171,tt0107254,2019-10-23,2019-10-23,,"Jason Goes to Hell: The Final Friday","Jason Goes to Hell: The Final Friday",https://www.imdb.com/title/tt0107254/,Movie,4.1,87,1993,"Fantasy, Horror, Thriller",40469,1993-08-13,"Adam Marcus",,
172,tt0095652,2019-10-23,2019-10-23,,"Monkey Shines","Monkey Shines",https://www.imdb.com/title/tt0095652/,Movie,6.2,113,1988,"Drama, Horror, Sci-Fi, Thriller",14366,1988-07-29,"George A. Romero",7,2018-04-08
173,tt0212830,2019-10-23,2019-10-23,,"Bruiser","Bruiser",https://www.imdb.com/title/tt0212830/,Movie,5.3,99,2000,"Horror, Mystery",6911,2000-02-13,"George A. Romero",,
174,tt0095990,2019-10-23,2019-10-23,,"Return of the Living Dead II","Return of the Living Dead: Part II",https://www.imdb.com/title/tt0095990/,Movie,5.7,89,1988,"Comedy, Horror, Sci-Fi",23181,1988-01-15,"Ken Wiederhorn",,
175,tt0107953,2019-10-23,2019-10-23,,"Return of the Living Dead III","Return of the Living Dead III",https://www.imdb.com/title/tt0107953/,Movie,5.9,97,1993,"Horror",18260,1994-02-25,"Brian Yuzna",,
176,tt0089885,2019-10-23,2019-10-23,,"Re-Animator","Re-Animator",https://www.imdb.com/title/tt0089885/,Movie,7.1,84,1985,"Comedy, Horror, Sci-Fi",77759,1985-10-18,"Stuart Gordon",6,2019-06-19
177,tt0093624,2019-10-23,2019-10-23,,"Night of the Demons","Night of the Demons",https://www.imdb.com/title/tt0093624/,Movie,6.1,90,1988,"Comedy, Fantasy, Horror",21502,1988-10-14,"Kevin Tenney",,
178,tt0090837,2019-10-23,2019-10-23,,"Chopping Mall","Chopping Mall",https://www.imdb.com/title/tt0090837/,Movie,5.6,77,1986,"Horror, Sci-Fi",19743,1987-03-20,"Jim Wynorski",,
179,tt0094057,2019-10-23,2019-10-23,,"Street Trash","Street Trash",https://www.imdb.com/title/tt0094057/,Movie,5.9,91,1987,"Comedy, Horror",12844,1987-09-18,"J. Michael Muro",,
180,tt0094793,2019-10-23,2019-10-23,,"Brain Damage","Brain Damage",https://www.imdb.com/title/tt0094793/,Movie,6.5,84,1988,"Comedy, Horror, Sci-Fi",14594,1988-04-22,"Frank Henenlotter",,
181,tt0120907,2019-10-23,2019-10-23,,"eXistenZ","eXistenZ",https://www.imdb.com/title/tt0120907/,Movie,6.8,97,1999,"Horror, Mystery, Sci-Fi, Thriller",112703,1999-04-23,"David Cronenberg",5,2019-06-19
182,tt0115964,2019-10-23,2019-10-23,,"Crash","Crash",https://www.imdb.com/title/tt0115964/,Movie,6.4,100,1996,"Drama",71769,1997-03-21,"David Cronenberg",5,2020-10-24
183,tt0093773,2019-10-23,2019-10-23,,"Predator","Predator",https://www.imdb.com/title/tt0093773/,Movie,7.8,107,1987,"Action, Adventure, Horror, Sci-Fi",494551,1987-06-12,"John McTiernan",,
184,tt0088247,2019-10-23,2019-10-23,,"The Terminator","The Terminator",https://www.imdb.com/title/tt0088247/,Movie,8.1,107,1984,"Action, Adventure, Sci-Fi",992605,1984-10-26,"James Cameron",8,2019-06-19
185,tt0101540,2019-10-23,2019-10-23,,"Cape Fear","Cape Fear",https://www.imdb.com/title/tt0101540/,Movie,7.3,128,1991,"Crime, Drama, Thriller",239918,1991-11-15,"Martin Scorsese",5,2019-10-29
186,tt0118971,2019-10-23,2019-10-23,,"The Devil's Advocate","The Devil's Advocate",https://www.imdb.com/title/tt0118971/,Movie,7.5,144,1997,"Drama, Fantasy, Mystery, Thriller",438496,1997-10-17,"Taylor Hackford",7,2019-10-23
187,tt0361862,2019-10-23,2019-10-23,,"The Machinist","The Machinist",https://www.imdb.com/title/tt0361862/,Movie,7.6,101,2004,"Drama, Thriller",438153,2004-12-03,"Brad Anderson",8,2018-04-08
188,tt0289879,2019-10-23,2019-10-23,,"The Butterfly Effect","The Butterfly Effect",https://www.imdb.com/title/tt0289879/,Movie,7.6,113,2004,"Drama, Sci-Fi, Thriller",551374,2004-01-23,"Eric Bress, J. Mackye Gruber",8,2019-10-23
189,tt0246578,2019-10-23,2019-10-23,,"Donnie Darko","Donnie Darko",https://www.imdb.com/title/tt0246578/,Movie,8.0,113,2001,"Drama, Mystery, Sci-Fi, Thriller",903062,2001-01-19,"Richard Kelly",7,2019-06-19
190,tt0482599,2019-10-23,2019-10-23,,"Shutter","Shutter",https://www.imdb.com/title/tt0482599/,Movie,5.2,85,2008,"Horror, Mystery, Thriller",39575,2008-03-21,"Masayuki Ochiai",,
191,tt0440803,2019-10-23,2019-10-23,,"Shutter","Shutter",https://www.imdb.com/title/tt0440803/,Movie,7.0,97,2004,"Horror, Mystery, Thriller",53160,2004-09-09,"Banjong Pisanthanakun, Parkpoom Wongpoom",,
192,tt0364385,2019-10-23,2019-10-23,,"Ju-on: The Grudge","Ju-on",https://www.imdb.com/title/tt0364385/,Movie,6.7,92,2002,"Horror",51764,2003-01-25,"Takashi Shimizu",8,2019-11-03
193,tt0178868,2019-10-23,2019-10-23,,"The Ring","Ringu",https://www.imdb.com/title/tt0178868/,Movie,7.2,96,1998,"Horror, Mystery",84883,1998-01-31,"Hideo Nakata",10,2018-04-08
194,tt0308379,2019-10-23,2019-10-23,,"Dark Water","Honogurai mizu no soko kara",https://www.imdb.com/title/tt0308379/,Movie,6.7,101,2002,"Drama, Horror, Mystery, Thriller",37156,2002-01-19,"Hideo Nakata",7,2019-06-19
195,tt0286751,2019-10-23,2019-10-23,,"Pulse","Kairo",https://www.imdb.com/title/tt0286751/,Movie,6.6,119,2001,"Horror, Mystery, Sci-Fi, Thriller",30498,2005-11-09,"Kiyoshi Kurosawa",,
196,tt0325655,2019-10-23,2019-10-23,,"The Eye","Gin gwai",https://www.imdb.com/title/tt0325655/,Movie,6.6,99,2002,"Horror, Mystery, Thriller",30880,2002-05-09,"Danny Pang, Oxide Chun Pang",9,2018-04-08
197,tt0406759,2019-10-23,2019-10-23,,"The Eye","The Eye",https://www.imdb.com/title/tt0406759/,Movie,5.4,98,2008,"Horror, Mystery",58614,2008-02-01,"David Moreau, Xavier Palud",7,2019-10-23
198,tt0815245,2019-10-23,2019-10-23,,"The Uninvited","The Uninvited",https://www.imdb.com/title/tt0815245/,Movie,6.3,87,2009,"Drama, Fantasy, Horror, Mystery, Thriller",88770,2009-01-30,"Charles Guard, Thomas Guard",5,2019-10-23
199,tt0397101,2019-10-23,2019-10-23,,"The Skeleton Key","The Skeleton Key",https://www.imdb.com/title/tt0397101/,Movie,6.5,104,2005,"Drama, Horror, Mystery, Thriller",130635,2005-08-12,"Iain Softley",6,2019-10-23
200,tt0384537,2019-10-23,2019-10-23,,"Silent Hill","Silent Hill",https://www.imdb.com/title/tt0384537/,Movie,6.5,125,2006,"Horror, Mystery",258635,2006-04-21,"Christophe Gans",6,2018-04-08
201,tt0450385,2019-10-23,2019-10-23,,"1408","1408",https://www.imdb.com/title/tt0450385/,Movie,6.8,104,2007,"Fantasy, Horror, Mystery",311740,2007-06-22,"Mikael Håfström",8,2019-11-03
202,tt0230600,2019-10-23,2019-10-23,,"The Others","The Others",https://www.imdb.com/title/tt0230600/,Movie,7.6,104,2001,"Horror, Mystery, Thriller",422763,2001-08-10,"Alejandro Amenábar",7,2019-02-03
203,tt0391198,2019-10-23,2019-10-23,,"The Grudge","The Grudge",https://www.imdb.com/title/tt0391198/,Movie,5.9,91,2004,"Horror, Mystery, Thriller",157277,2004-10-22,"Takashi Shimizu",7,2019-10-23
204,tt0229260,2019-10-23,2019-10-23,,"Book of Shadows: Blair Witch 2","Book of Shadows: Blair Witch 2",https://www.imdb.com/title/tt0229260/,Movie,4.1,90,2000,"Adventure, Fantasy, Horror, Mystery, Thriller",41765,2000-10-27,"Joe Berlinger",4,2019-10-23
205,tt1540011,2019-10-23,2019-10-23,,"Blair Witch","Blair Witch",https://www.imdb.com/title/tt1540011/,Movie,5.0,89,2016,"Horror, Mystery, Thriller",52938,2016-09-16,"Adam Wingard",4,2018-04-08
206,tt2105044,2019-10-23,2019-10-23,,"V/H/S","V/H/S",https://www.imdb.com/title/tt2105044/,Movie,5.8,116,2012,"Fantasy, Horror, Mystery, Thriller",74883,2012-09-06,"Matt Bettinelli-Olpin, David Bruckner, Tyler Gillett, Justin Martinez, Glenn McQuaid, Radio Silence, Joe Swanberg, Chad Villella, Ti West, Adam Wingard",7,2019-06-19
207,tt2450186,2019-10-23,2019-10-23,,"V/H/S/2","V/H/S/2",https://www.imdb.com/title/tt2450186/,Movie,6.0,96,2013,"Horror, Thriller",48264,2013-06-06,"Simon Barrett, Jason Eisener, Gareth Evans, Gregg Hale, Eduardo Sánchez, Timo Tjahjanto, Adam Wingard",,
208,tt2388715,2019-10-28,2019-10-28,,"Oculus","Oculus",https://www.imdb.com/title/tt2388715/,Movie,6.5,104,2013,"Horror, Mystery, Thriller",148568,2014-04-11,"Mike Flanagan",7,2018-04-08
209,tt1596365,2019-10-28,2019-10-28,,"The Woman in Black","The Woman in Black",https://www.imdb.com/title/tt1596365/,Movie,6.4,95,2012,"Drama, Fantasy, Horror, Thriller",198875,2012-02-03,"James Watkins",6,2019-10-28
210,tt0404032,2019-10-28,2019-10-28,,"The Exorcism of Emily Rose","The Exorcism of Emily Rose",https://www.imdb.com/title/tt0404032/,Movie,6.7,119,2005,"Drama, Horror, Thriller",148284,2005-09-09,"Scott Derrickson",5,2018-04-08
211,tt0289765,2019-10-28,2019-10-28,,"Red Dragon","Red Dragon",https://www.imdb.com/title/tt0289765/,Movie,7.2,124,2002,"Crime, Drama, Thriller",309369,2002-10-04,"Brett Ratner",7,2019-10-28
212,tt3547682,2019-10-28,2019-10-28,,"What We Become","Sorgenfri",https://www.imdb.com/title/tt3547682/,Movie,5.5,85,2015,"Horror, Thriller",4534,2016-05-13,"Bo Mikkelsen",7,2019-10-28
213,tt0382628,2019-10-28,2019-10-28,,"Dark Water","Dark Water",https://www.imdb.com/title/tt0382628/,Movie,5.6,105,2005,"Drama, Horror, Mystery",67622,2005-07-08,"Walter Salles",6,2022-11-30
214,tt1687901,2019-10-28,2019-10-28,,"The Awakening","The Awakening",https://www.imdb.com/title/tt1687901/,Movie,6.5,102,2011,"Drama, Horror, Mystery, Thriller",71653,2011-11-11,"Nick Murphy",7,2019-10-28
215,tt4439120,2019-10-28,2019-10-28,,"Tag","Riaru onigokko",https://www.imdb.com/title/tt4439120/,Movie,6.1,85,2015,"Action, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller",8990,2015-07-11,"Sion Sono",7,2019-10-28
216,tt4935418,2019-10-28,2019-10-28,,"Baskin","Baskin",https://www.imdb.com/title/tt4935418/,Movie,5.8,97,2015,"Horror, Thriller",14011,2016-01-01,"Can Evrenol",6,2019-10-28
217,tt2798920,2019-10-28,2019-10-28,,"Annihilation","Annihilation",https://www.imdb.com/title/tt2798920/,Movie,6.8,115,2018,"Adventure, Drama, Horror, Mystery, Sci-Fi, Thriller",389623,2018-02-23,"Alex Garland",7,2019-10-28
218,tt0108941,2019-10-28,2019-10-28,,"The Stand","The Stand",https://www.imdb.com/title/tt0108941/,TV Mini Series,7.1,90,1994,"Adventure, Drama, Fantasy, Horror, Sci-Fi",40857,1994-05-08,,6,2018-04-08
219,tt4695012,2019-10-28,2019-10-28,,"It Comes at Night","It Comes at Night",https://www.imdb.com/title/tt4695012/,Movie,6.1,91,2017,"Drama, Horror, Mystery, Sci-Fi, Thriller",110104,2017-06-09,"Trey Edward Shults",6,2018-04-10
220,tt4273292,2019-10-28,2019-10-28,,"Under the Shadow","Under the Shadow",https://www.imdb.com/title/tt4273292/,Movie,6.8,84,2016,"Drama, Fantasy, Horror, Thriller, War",32255,2016-10-07,"Babak Anvari",7,2019-10-28
221,tt1228987,2019-10-28,2019-10-28,,"Let Me In","Let Me In",https://www.imdb.com/title/tt1228987/,Movie,7.1,116,2010,"Drama, Fantasy, Horror, Mystery, Thriller",132565,2010-10-01,"Matt Reeves",8,2019-06-19
222,tt1127180,2019-10-29,2019-10-29,,"Drag Me to Hell","Drag Me to Hell",https://www.imdb.com/title/tt1127180/,Movie,6.6,99,2009,"Horror",228989,2009-05-29,"Sam Raimi",6,2022-10-25
223,tt4682708,2019-10-29,2019-10-29,,"We Are the Flesh","Tenemos la carne",https://www.imdb.com/title/tt4682708/,Movie,4.7,79,2016,"Drama, Fantasy, Horror",3921,2017-01-20,"Emiliano Rocha Minter",,
224,tt0070917,2019-10-29,2019-10-29,,"The Wicker Man","The Wicker Man",https://www.imdb.com/title/tt0070917/,Movie,7.5,88,1973,"Horror, Mystery, Thriller",104153,1974-08-07,"Robin Hardy",8,2018-04-08
225,tt0106664,2019-10-29,2019-10-29,,"The Dark Half","The Dark Half",https://www.imdb.com/title/tt0106664/,Movie,6.0,122,1993,"Horror, Mystery, Thriller",21797,1993-04-23,"George A. Romero",6,2019-10-29
226,tt0099582,2019-10-29,2019-10-29,,"Flatliners","Flatliners",https://www.imdb.com/title/tt0099582/,Movie,6.6,115,1990,"Drama, Horror, Sci-Fi, Thriller",98058,1990-08-10,"Joel Schumacher",7,2018-04-08
227,tt0164181,2019-10-29,2019-10-29,,"Stir of Echoes","Stir of Echoes",https://www.imdb.com/title/tt0164181/,Movie,6.9,99,1999,"Horror, Mystery, Thriller",92689,1999-09-10,"David Koepp",7,2018-04-08
228,tt0264616,2019-10-29,2019-10-29,,"Frailty","Frailty",https://www.imdb.com/title/tt0264616/,Movie,7.2,100,2001,"Crime, Drama, Thriller",98591,2002-04-12,"Bill Paxton",8,2018-04-08
229,tt0163988,2019-10-29,2019-10-29,,"Bringing Out the Dead","Bringing Out the Dead",https://www.imdb.com/title/tt0163988/,Movie,6.9,121,1999,"Drama, Thriller",80587,1999-10-22,"Martin Scorsese",10,2019-10-29
230,tt1576464,2019-10-29,2019-10-29,,"Splatter","Splatter",https://www.imdb.com/title/tt1576464/,TV Series,3.1,29,2009,"Comedy, Horror",778,2009-10-30,,3,2019-10-29
231,tt0209958,2019-10-29,2019-10-29,,"The Cell","The Cell",https://www.imdb.com/title/tt0209958/,Movie,6.4,107,2000,"Crime, Horror, Sci-Fi, Thriller",115103,2000-08-18,"Tarsem Singh",5,2019-06-19
232,tt1465522,2019-10-29,2019-10-29,,"Tucker and Dale vs Evil","Tucker and Dale vs Evil",https://www.imdb.com/title/tt1465522/,Movie,7.5,89,2010,"Comedy, Horror",207269,2010-12-09,"Eli Craig",7,2019-10-29
233,tt3099498,2019-10-29,2019-10-29,,"Tusk","Tusk",https://www.imdb.com/title/tt3099498/,Movie,5.4,102,2014,"Comedy, Horror",71474,2014-09-19,"Kevin Smith",6,2019-10-29
234,tt0327597,2019-10-29,2019-10-29,,"Coraline","Coraline",https://www.imdb.com/title/tt0327597/,Movie,7.8,100,2009,"Animation, Drama, Family, Fantasy",296494,2009-02-06,"Henry Selick",,
235,tt1999995,2019-10-29,2019-10-29,,"Would You Rather","Would You Rather",https://www.imdb.com/title/tt1999995/,Movie,5.7,93,2012,"Horror, Thriller",49327,2019-06-06,"David Guy Levy",6,2019-06-19
236,tt0097493,2019-10-29,2019-10-29,,"Heathers","Heathers",https://www.imdb.com/title/tt0097493/,Movie,7.1,103,1989,"Comedy, Crime",125771,1989-03-31,"Michael Lehmann",,
237,tt3118452,2019-10-29,2019-10-29,,"Circle","Circle",https://www.imdb.com/title/tt3118452/,Movie,6.0,87,2015,"Drama, Horror, Mystery, Sci-Fi, Thriller",72103,2015-10-16,"Aaron Hann, Mario Miscione",7,2019-06-19
238,tt5031658,2019-10-29,2019-10-29,,"Soul to Keep","Soul to Keep",https://www.imdb.com/title/tt5031658/,Movie,4.3,94,2018,"Horror, Thriller",1226,2019-04-02,"David Allensworth, Moniere",,
239,tt5165936,2019-10-29,2019-10-29,,"Daemonium: Underground Soldier","Daemonium: Underground Soldier",https://www.imdb.com/title/tt5165936/,Movie,4.1,120,2015,"Action, Fantasy, Sci-Fi",722,2016-12-20,"Pablo Parés",,
240,tt8712750,2019-10-29,2019-10-29,,"A.M.I.","A.M.I.",https://www.imdb.com/title/tt8712750/,Movie,3.9,77,2019,"Horror, Thriller",2060,2019-07-02,"Rusty Nixon",,
241,tt6832388,2019-10-29,2019-10-29,,"The Dark","The Dark",https://www.imdb.com/title/tt6832388/,Movie,5.6,95,2018,"Drama, Fantasy, Horror",6559,2018-10-26,"Justin P. Lange, Klemens Hufnagl",7,2019-10-29
242,tt1941600,2019-10-29,2019-10-29,,"Masks","Masks",https://www.imdb.com/title/tt1941600/,Movie,5.7,112,2011,"Horror, Mystery, Thriller",868,2013,"Andreas Marschall",,
243,tt3835080,2019-10-29,2019-10-29,,"31","31",https://www.imdb.com/title/tt3835080/,Movie,5.1,102,2016,"Horror, Thriller",24612,2016-09-16,"Rob Zombie",7,2022-10-29
